2017年06月01日,小雨/多云,32℃/23℃,东南风≤3级/东风≤3级
2017年06月02日,多云/多云,30℃/21℃,东风3-4级/东风3-4级
2017年06月03日,晴/多云,30℃/19℃,东风3-4级/东风3-4级
2017年06月04日,多云/阴,29℃/21℃,东风3-4级/东风3-4级
2017年06月05日,中雨/中雨,24℃/20℃,东南风5-6级/东南风4-5级
2017年06月06日,阵雨/多云,27℃/20℃,西风4-5级/西北风3-4级
2017年06月07日,多云/多云,27℃/20℃,西风≤3级/东南风≤3级
2017年06月08日,多云/多云,32℃/22℃,南风≤3级/南风≤3级
2017年06月09日,阴/小雨,31℃/25℃,南风≤3级/南风≤3级
2017年06月10日,大雨/阵雨,25℃/21℃,东南风4-5级/北风5-6级
2017年06月11日,多云/小雨,28℃/21℃,东风≤3级/东风≤3级
2017年06月12日,小雨/阴,25℃/20℃,东北风≤3级/东北风≤3级
2017年06月13日,小雨/阴,24℃/21℃,东风≤3级/东北风≤3级
2017年06月14日,多云/多云,27℃/18℃,东北风≤3级/东南风≤3级
2017年06月15日,多云/多云,27℃/20℃,东南风≤3级/东南风≤3级
2017年06月16日,多云/多云,28℃/19℃,东南风≤3级/东风≤3级
2017年06月17日,晴/晴,29℃/19℃,东南风≤3级/东南风≤3级
2017年06月18日,多云/阴,28℃/22℃,东南风≤3级/东南风3-4级
2017年06月19日,阵雨/阵雨,27℃/23℃,东南风≤3级/东南风≤3级
2017年06月20日,阵雨/阴,26℃/22℃,东南风≤3级/东风≤3级
2017年06月21日,阵雨/阵雨,28℃/22℃,东南风3-4级/东风≤3级
2017年06月22日,阵雨/阴,27℃/23℃,东南风3-4级/东南风≤3级
2017年06月23日,阵雨/大雨,28℃/23℃,东南风3-4级/东南风3-4级
2017年06月24日,中雨/阵雨,26℃/23℃,西南风3-4级/西南风3-4级
2017年06月25日,阵雨/阴,25℃/23℃,西南风3-4级/西风≤3级
2017年06月26日,阴/阴,29℃/23℃,西风≤3级/南风≤3级
2017年06月27日,雷阵雨/多云,30℃/23℃,西风≤3级/南风≤3级
2017年06月28日,多云/雷阵雨,27℃/22℃,东南风3-4级/东南风3-4级
2017年06月29日,阵雨/阵雨,28℃/23℃,东南风≤3级/西南风≤3级
2017年06月30日,多云/多云,32℃/26℃,南风≤3级/南风3-4级
2017年07月01日,雷阵雨/多云,32℃/25℃,东南风≤3级/南风3-4级
2017年07月02日,雷阵雨/阵雨,32℃/25℃,南风3-4级/南风3-4级
2017年07月03日,雷阵雨/阴,33℃/26℃,南风3-4级/南风3-4级
2017年07月04日,雷阵雨/多云,33℃/27℃,南风3-4级/南风3-4级
2017年07月05日,雷阵雨/多云,34℃/27℃,南风3-4级/南风3-4级
2017年07月06日,雷阵雨/多云,35℃/27℃,南风≤3级/南风3-4级
2017年07月07日,多云/多云,35℃/28℃,南风3-4级/南风3-4级
2017年07月08日,多云/雷阵雨,34℃/28℃,南风≤3级/南风≤3级
2017年07月09日,雷阵雨/多云,34℃/28℃,南风≤3级/南风≤3级
2017年07月10日,中雨/阵雨,31℃/25℃,南风3～4级/西风3～4级
2017年07月11日,雷阵雨/多云,33℃/27℃,南风3-4级/南风≤3级
